id,focus,signal,slack,drag,confidence,score,lane
l001,nonce pressure,35,33,6,25,178,watch
l002,settlement risk,35,34,6,55,210,ship
l003,proof depth,35,35,6,85,242,ship
l004,event finality,35,36,18,25,148,watch
l005,nonce pressure,35,37,18,55,180,watch
l006,settlement risk,35,38,18,85,212,ship
l007,proof depth,35,39,34,25,106,hold
l008,event finality,35,40,34,55,138,watch
l009,nonce pressure,35,41,34,85,170,watch
l010,settlement risk,60,42,6,25,271,ship
l011,proof depth,60,43,6,55,303,ship
l012,event finality,60,44,6,85,335,ship
l013,nonce pressure,60,45,18,25,241,ship
l014,settlement risk,60,46,18,55,273,ship
l015,proof depth,60,47,18,85,305,ship
l016,event finality,60,48,34,25,199,ship
l017,nonce pressure,60,32,34,55,197,ship
l018,settlement risk,60,33,34,85,229,ship
l019,proof depth,85,34,6,25,330,ship
l020,event finality,85,35,6,55,362,ship
l021,nonce pressure,85,36,6,85,394,ship
l022,settlement risk,85,37,18,25,300,ship
l023,proof depth,85,38,18,55,332,ship
l024,event finality,85,39,18,85,364,ship
l025,nonce pressure,85,40,34,25,258,ship
l026,settlement risk,85,41,34,55,290,ship
l027,proof depth,85,42,34,85,322,ship
